channel_id,title,username,tag,flag_count,flag_clean_brands,flag_listy,flag_formatted,flag_random_username,flag_emoji_fence,flag_template_title,flag_low_eng,flag_no_slang,flag_uniform,random_username_score,template_title_score,title_emoji_count,n_total,n_sample,posts_per_day,len_mean,len_median,pre2022_ratio,brand_gap,clean_brand_ratio,translit_typo_ratio,ai_topic,ad_ratio,fwd_ratio,emoji_density_mean,fmt_density_mean,list_ratio_mean,ttr_mean,burstiness_mean,slang_ratio,eng_views_med,eng_react_rate,eng_reply_rate,low_eng_flag
1077646875,ScrumTrek,scrumtrek_official,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,1160,120,0.488,683.4083,635.5,0.4833,0.4741,0.4741,0.0,1,0.1083,0.1167,0.3812,0.0039,0.0338,0.8269,0.5716,0.0,1092.0,0.0092,0.0,0
1105926780,EDU,ProductsAndStartups,,1,0,1,0,0,0,0,0,0,0,0.15,0.0,0,1153,120,0.553,767.925,527.0,0.8833,0.1887,0.1887,0.0,1,0.0,0.0417,0.0163,0.002,0.1211,0.8474,0.6278,0.0472,2478.5,0.0,0.0,0
1119660287,Сомелье маркетинга - WebCanape,WebCanapeChannel,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,1186,120,0.711,625.075,581.5,1.0,0.4867,0.4867,0.0,1,0.1,0.0083,0.4706,0.0023,0.055,0.8535,0.5552,0.0088,363.0,0.0,0.0,0
1130251021,TGBQ币圈计划,TGBQjh,,1,0,0,0,1,0,0,0,0,0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1192725107,Михаил Салаев. YouTube-продюсер | Эксперты на виду,naviduu_blog,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,671,120,0.298,1523.8083,1224.0,0.1,0.4,0.4,0.0,1,0.1167,0.0,0.2228,0.0034,0.0667,0.7612,0.6473,0.0783,305.0,0.0185,0.0,0
1200168356,"Гриненко про ИИ, бизнес и образование",devspotting,,1,0,1,0,0,0,0,0,1,0,0.15,0.0,0,141,120,0.066,1443.0917,1168.0,0.1333,0.1379,0.4741,0.3362,1,0.0,0.0167,0.0397,0.004,0.1187,0.7873,0.7256,0.0,752.5,0.0196,0.005,0
1224515374,"Анна Артемьева ТА ""РИО""✈️🗺⛵",rioturkamensk,,1,0,0,1,0,1,0,0,1,0,0.0,0.2,4,1272,29,2.644,677.4483,652.0,1.0,,0.0,0.0,0,0.0,0.0,3.2426,0.0192,0.0165,0.7927,0.9462,0.0,2.0,0.0,0.0,0
1283043045,CryptoRank Analytics,CryptoRankNews,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1311943675,LinuxDO&&NodeSeek新帖通知-,bestcheapvpsForHostLoc,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1326068054,Нейросети: магия искусственного интеллекта,hirearobot,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,382,120,0.154,691.7333,490.0,0.0917,0.4182,0.4455,0.0273,1,0.0333,0.0083,0.3396,0.0016,0.0262,0.86,0.5545,0.0636,897.0,0.0072,0.0008,0
1338603068,Teich ️️️️️️,TeichWWG1WGA,,1,0,0,0,1,1,0,0,0,0,0.6,0.2,6,451,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1421273754,Жизнь как новелла,art_alema,,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0,1739,120,1.226,470.5417,292.5,0.1583,,0.0,0.0,0,0.0,0.025,0.1009,0.011,0.2842,0.7923,0.4897,0.0115,73.0,0.0515,0.0,0
1425797171,妖妖八豆妖,JNSMYZ,,1,0,0,0,1,0,0,0,0,0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1429441010,Synaptic Garden,synaptic_garden,,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0,147,120,2.882,1655.4333,1615.0,0.0,0.8103,0.819,0.0086,1,0.0,0.0417,0.0158,0.0019,0.003,0.7781,0.4286,0.0172,109.0,0.0,0.0,0
1438787549,Don't Panic Junior IT Jobs,Job_IT_Junior,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,133,120,0.179,1051.9833,847.5,0.5833,0.4746,0.4746,0.0,1,0.3333,0.025,0.5736,0.0074,0.0769,0.818,0.6737,0.0085,4171.5,0.0023,0.0,0
1444806010,Tell me how to startup (c) Kryak meetings,kryak_startup,,1,0,1,0,0,0,0,0,0,0,0.15,0.0,0,1069,120,4.859,1086.9,707.0,0.6167,0.2679,0.2679,0.0,1,0.3417,0.0583,0.6831,0.0035,0.1231,0.8282,0.6406,0.0804,91.0,0.0,0.0,0
1478971868,Upwork вакансии | Веб Дизайн | Web Design,upwork_design_job,,1,1,0,0,0,0,0,1,1,0,0.0,0.0,0,108,1,108.0,1626.0,1626.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0031,0.0,0.817,0.5884,0.0,1.0,0.0,0.0,1
1480197231,"Поляков считает: AI, код и кейсы",countwithsasha,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,225,120,0.142,2115.0833,2006.0,0.0083,0.6864,0.7203,0.0339,1,0.4417,0.0,0.2634,0.006,0.0817,0.7415,0.6317,0.0339,290.5,0.0232,0.0039,0
1510161879,DEEPSTATE HUNTER CHANNEL NO.17 (PART3),DEEPSTATEHUNTERCHANNEL17,,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1517751638,Паттайя - Женское Счастье 🌸 Чат,Girls_Ptt,,1,0,0,0,1,0,0,0,0,0,0.8,0.0,1,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1602008118,PressAff.com | Арбитраж трафика,pressaff,,1,1,0,0,0,0,0,0,1,0,0.15,0.0,0,1463,120,2.126,774.775,634.0,0.1583,0.6,0.6,0.0,1,0.1083,0.0083,0.3876,0.0046,0.0199,0.8399,0.6791,0.0167,787.5,0.022,0.0,0
1617867674,한달100이더,ll2442,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1633041699,Z and V,ZandVchannel,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1633415027,GCONF / AI LOVERS,gptlovers,,1,0,1,0,0,0,0,0,1,0,0.15,0.0,0,277,120,0.318,785.6167,641.0,0.0,0.2051,0.2479,0.0427,1,0.0167,0.0083,0.1631,0.0029,0.1059,0.8191,0.5842,0.0085,2817.5,0.0093,0.0013,0
1638885717,✨ ChatGPT × Midjourney,zxzcxzxczxc,,1,0,0,0,1,0,1,0,0,0,1.0,0.9,1,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1653389568,[штучний віталік],art_vtlik,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1669170920,ForgetMe | Нейросети,forgetmeai,,1,1,0,0,0,0,0,1,1,0,0.0,0.0,0,3850,120,9.08,543.2083,471.0,0.0,0.6356,0.678,0.0424,1,0.0083,0.0,0.2314,0.0126,0.0248,0.8556,0.7311,0.0085,984.0,0.0059,0.0,1
1679980734,CRYPTO LADY | Análisis • Exchanges • Noticias Crypto,cryptoladylatam,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1706082502,ШАМСИНУР ижоди,SHAMSINURIJODI,,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0,2723,120,3.746,1504.55,807.5,0.0583,,0.0,0.0,0,0.1667,0.0,0.5304,0.0033,0.1091,0.8374,0.581,0.0,12393.0,0.0104,0.0,0
1731301684,3D Новости,tg_3dnews,,1,0,0,0,1,0,0,1,1,0,0.95,0.0,0,5042,120,18.072,829.9167,845.5,0.6667,0.3025,0.3025,0.0,1,0.0,0.0,0.0027,0.0006,0.0115,0.7937,0.4851,0.0,2270.0,0.0047,0.0,1
1741956568,AI и грабли,,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,389,120,0.45,788.4083,646.5,0.0333,0.1308,0.1682,0.0374,1,0.0,0.0417,0.0979,0.0036,0.1139,0.8124,0.6245,0.215,220.5,0.0139,0.0,0
1786027253,뭐 재밌는거 있냐?,bbiddulCRYPTO,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1819374592,MF FM,midnightfounder,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,211,120,0.363,668.2,471.0,0.0,0.068,0.068,0.0,1,0.0167,0.1917,0.1556,0.0074,0.1216,0.8352,0.6949,0.2039,157.0,0.0021,0.0,0
1827692471,ЗДЕСЬ ЖИВЕТ ЗДОРОВЬЕ,mani_mani_manis,,1,0,1,0,0,0,0,0,1,0,0.3,0.0,0,716,120,0.834,554.8083,433.5,0.0,,0.0,0.0,0,0.0083,0.0,0.5178,0.0067,0.1014,0.8315,0.6675,0.0,216.0,0.0095,0.0,0
1846601423,GLITCH BASE!,spillpnp,,1,0,0,0,1,0,0,0,0,0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1857105323,Паттайя Барахолка,pattaya2nd,,1,0,1,0,0,0,0,1,1,0,0.0,0.0,0,786,120,24.562,319.9,156.5,0.0,,0.04,0.0,0,0.0583,0.0,0.5331,0.0074,0.1058,0.8464,0.5967,0.0,10037.5,0.0,0.0,1
1862449925,Размышления IT-шнего госслужащего,zametkyneIT,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1023,120,1.634,1178.9583,957.0,0.0,,0.0306,0.0,0,0.0,0.0417,0.0534,0.0036,0.2108,0.7766,0.6386,0.1327,360.0,0.0103,0.0,0
1884458659,Технозаметки Малышева,tsingular,,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0,5674,120,10.996,830.625,789.5,0.0,0.5932,0.6271,0.0339,1,0.025,0.2833,0.089,0.0055,0.098,0.8114,0.5568,0.0254,99.0,0.0,0.0,1
1906991739,Merge | Crypto Feeds,Mergecrypto,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1909270971,ИИволюция 👾,ai_volution,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,1,1129,120,2.454,739.55,513.5,0.0,0.463,0.4907,0.0278,1,0.0833,0.1083,0.3943,0.0022,0.0826,0.8187,0.5955,0.0093,2536.5,0.0091,0.0,0
1910171669,BotHub AI News Digest,bothub,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,722,120,4.079,2791.4833,2771.5,0.0,0.8167,0.8333,0.0167,1,0.125,0.0,0.1183,0.0037,0.0192,0.6928,0.576,0.0583,58.5,0.0801,0.0,0
1919589336,AI для Разработки — Claude | Cursor | Copilot,ai_for_dev,,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0,1118,120,1.281,794.1,760.0,0.0,0.3917,0.5667,0.175,1,0.0583,0.0,0.2977,0.009,0.1184,0.8371,0.607,0.0167,356.5,0.0,0.0,0
1924990383,✧ | ᴠᴀᴍᴏs ᴀ ᴄᴀsᴀʀɴᴏs |,vamos_ss,,1,0,1,0,0,0,0,1,0,0,0.0,0.2,1,162499,120,323.06,656.8333,295.0,0.0,,0.0,0.0,0,0.0583,0.075,0.7245,0.0067,0.1799,0.8029,0.7834,0.0213,85.0,0.0,0.0,1
1927770489,🤖 ChatGPT + Midjourney,asdadsasddas,,1,0,0,0,1,0,1,0,0,0,0.75,0.9,1,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1934176807,AI Новости — ChatGPT | Claude | Нейросети,ai_chatbots_news,,1,1,0,0,0,0,1,1,0,0,0.0,0.7,0,152,120,11.692,867.6667,898.0,0.0,0.6083,0.6333,0.025,1,0.0083,0.0,0.2097,0.0097,0.0325,0.8401,0.6959,0.05,23.5,0.0,0.0,1
1935988068,Kumar & Solo,solokumi,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,300,120,0.701,2465.2,2571.0,0.0,0.225,0.25,0.025,1,0.05,0.0083,0.0559,0.0027,0.2025,0.7191,0.7132,0.1167,16034.5,0.0089,0.001,0
1972763250,Рассказы для души 🎀,rasskaz_dlya_dushi,,1,0,1,0,0,0,0,1,1,0,0.0,0.0,1,3407,120,26.617,735.5417,705.5,0.0,,0.0,0.0,0,0.0083,0.0,0.1266,0.0049,0.1277,0.8455,0.5907,0.0167,1239.0,0.0089,0.0,1
1997034059,gencode_chat.py,,,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0,4749,120,5.756,344.0167,141.5,0.0,0.2174,0.3333,0.1159,1,0.0,0.325,0.0961,0.0049,0.1213,0.8482,0.5517,0.058,395.0,0.0023,0.0,1
2001699162,AIDEA | ИИ для менеджмента,aidea4work,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,132,120,0.172,1187.7667,1104.0,0.0,0.5847,0.5847,0.0,1,0.4,0.0583,0.5474,0.0039,0.0204,0.7774,0.5771,0.1695,990.0,0.0061,0.0,0
2009271609,Founder Mode,foundermodeon,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,106,105,0.121,1511.6476,1365.0,0.0,0.28,0.29,0.01,1,0.0286,0.0857,0.0621,0.006,0.2629,0.7825,0.6711,0.07,1013.0,0.018,0.0022,0
2026309650,"Krypto Trendy - blockchain, bitcoin, inwestycje",kryptotrendy,,1,0,0,0,1,0,0,0,0,0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2093602028,크립토메이지,cryptocurrencymage,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2110712053,THAI.PRO | Новости Таиланда,Thai_PRO_channel,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,203,102,4.229,965.2059,948.5,0.0,0.9314,0.9314,0.0,1,0.1078,0.0098,0.2923,0.0104,0.0036,0.8052,0.9373,0.0,487.0,0.0,0.0,0
2133659898,Нейросети | Вайбкодинг | GenAI,aibizlife,,1,1,0,0,0,0,0,1,1,0,0.0,0.0,0,2602,120,13.208,653.8083,610.5,0.0,0.5508,0.5508,0.0,1,0.0,0.0,0.034,0.0025,0.0133,0.8097,0.6003,0.0,86.5,0.0069,0.0,1
2140674236,Марсель про контекст 🤓,itsblackfriday,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1,434,120,1.373,303.1417,173.0,0.0,0.093,0.1395,0.0465,1,0.0,0.0083,0.2383,0.0017,0.1065,0.8932,0.5526,0.0814,179.5,0.0084,0.0,0
2147773294,Earn 5000TRX by Referral,Earn5000TRX_byReferrals,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2151477953,新闻财经-东南亚,CCTV_Finance,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2166879417,Data&AI Insights,data_ai_insights,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,143,120,8.938,1197.0833,917.5,0.0,0.4833,0.4917,0.0083,1,0.1667,0.0083,0.4246,0.0042,0.0056,0.7547,0.6935,0.0167,24.5,0.129,0.0,0
2175552841,LEARN 2 EARN❤️👑,Crypto_class2,,1,0,0,0,1,0,0,0,0,0,1.0,0.2,3,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2180971711,ALT StarterKit (P11),alt_gnome_starterkit,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,651,120,1.49,1367.725,909.0,0.0,0.4483,0.4483,0.0,1,0.3417,0.1333,0.3631,0.01,0.0711,0.703,0.6851,0.0086,412.5,0.0032,0.0,0
2207225569,НЕЙРОВАЙБ,neiro_vibe,,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,1434,120,11.203,680.9833,670.0,0.0,0.5167,0.5167,0.0,1,0.2417,0.0,0.8008,0.0014,0.0,0.8302,0.6505,0.0,35.5,0.0942,0.0,0
2211526995,Крипто Пёс Выжимает,cryptodoggest,,1,0,0,0,1,0,0,0,0,0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2226815687,Короткие рассказы📚,mini_packaz,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1,4912,120,19.806,1676.45,1435.5,0.0,,0.0,0.0083,0,0.1417,0.0,0.0986,0.0026,0.1189,0.7519,0.6498,0.05,3047.5,0.0249,0.0,0
2278966453,Comfy UIX,comfyuix,,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,582,120,1.621,517.4583,479.0,0.0,0.3217,0.487,0.1652,1,0.0,0.0333,0.0728,0.004,0.1139,0.8418,0.5098,0.0348,61.0,0.0,0.0,0
2279769991,Kryptic Krypto,kryptickryp,,1,0,0,0,1,0,0,0,0,0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
